Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation_Risk_Original,Location,Gender Diversity (%),Automation_Risk_New
Barrister's clerk,Retail,Increasing,High,85610.58,Bachelor’s Degree,16,801,4968,54.64,43.25,Germany,75.53,54.54504404096513
Pathologist,Entertainment,Decreasing,Moderate,77467.4,PhD,14,7772,2662,17.45,63.42,Australia,53.58,44.978967973152095
Textile designer,Entertainment,Increasing,High,62129.35,High School,9,7729,5314,7.42,68.67,India,77.56,67.92846288808845
Art therapist,Transportation,Decreasing,High,141812.28,Master’s Degree,16,8634,5411,26.14,16.98,USA,29.26,63.7558132465446
Hydrographic surveyor,Retail,Increasing,High,123686.15,High School,14,4953,6253,3.66,83.23,China,74.99,81.35879429821145
"Designer, multimedia",IT,Increasing,Moderate,33651.58,Bachelor’s Degree,9,5880,229,9.62,87.66,Canada,37.13,43.278931078298015
Quality manager,Healthcare,Decreasing,High,136180.53,PhD,16,3862,3038,57.57,50.42,USA,78.51,44.19231070866604
Higher education careers adviser,Entertainment,Increasing,Low,67613.11,Associate Degree,12,453,4175,10.31,88.4,Brazil,74.9,39.383097407051274
"Engineer, drilling",Transportation,Decreasing,High,92809.57,Master’s Degree,11,4159,7688,22.94,44.63,China,73.81,65.32188252000667
Chartered management accountant,Healthcare,Decreasing,High,140138.23,Associate Degree,16,7408,8287,47.74,63.86,Germany,34.54,65.5844123098092
Public relations officer,Healthcare,Increasing,Low,145051.78,PhD,4,1831,4175,90.2,8.84,Brazil,75.61,0.34137526937037643
Lexicographer,Healthcare,Decreasing,High,101486.78,PhD,13,4604,6475,31.97,13.22,Brazil,68.12,47.86648124261447
"Teacher, secondary school",Manufacturing,Increasing,Moderate,114008.37,High School,9,6342,8933,83.99,61.11,UK,59.24,57.45747621348253
Land,Transportation,Increasing,Moderate,35932.54,High School,16,1282,8233,80.69,51.94,Brazil,31.88,47.86593930110667
Dispensing optician,Finance,Increasing,Low,102078.29,Associate Degree,0,2360,5863,55.1,50.49,China,34.96,35.56688475775473
Intelligence analyst,Transportation,Decreasing,Low,110443.5,Master’s Degree,0,9022,4689,41.15,4.17,UK,24.31,44.665497352429156
Academic librarian,Entertainment,Increasing,Moderate,95576.94,PhD,2,1156,5155,38.14,70.8,USA,47.3,25.429594961563275
Conference centre manager,Retail,Decreasing,Low,95613.27,High School,13,3633,8307,97.36,76.03,India,27.71,47.36597523426491
Ranger/warden,IT,Decreasing,High,43009.0,High School,1,9882,1479,38.06,46.66,Canada,49.77,74.9833925313932
Insurance underwriter,Retail,Decreasing,Moderate,108169.58,Bachelor’s Degree,14,9485,4564,29.85,40.39,China,21.62,60.839019429825754
"Therapist, horticultural",Entertainment,Increasing,High,54123.43,PhD,16,9170,8702,49.64,31.24,China,62.18,30.935315400417963
IT sales professional,IT,Increasing,Low,57877.23,PhD,19,1473,8308,66.0,24.61,India,57.12,7.099630868267829
Farm manager,Education,Increasing,Low,43420.59,High School,17,4790,4368,2.51,25.05,China,34.99,41.15467267847116
"Psychologist, sport and exercise",Finance,Decreasing,Moderate,123368.7,Bachelor’s Degree,2,7527,4314,68.98,50.7,UK,64.12,41.389224438828
Translator,Finance,Decreasing,Low,100973.33,Associate Degree,16,5810,4362,99.26,92.94,Canada,35.29,34.900075033028855
Leisure centre manager,Healthcare,Decreasing,Low,122256.09,Associate Degree,12,9439,7741,84.17,93.27,Brazil,73.0,37.92329003120748
Clinical research associate,Retail,Decreasing,Moderate,88964.38,High School,5,6456,1855,68.93,9.92,Germany,62.89,68.08642073571949
Radio broadcast assistant,Education,Increasing,Low,149478.0,PhD,3,1335,9677,44.93,60.12,Australia,77.0,13.157893897001447
Armed forces technical officer,Transportation,Increasing,Moderate,117236.99,Associate Degree,18,5351,1236,26.58,96.36,Brazil,67.34,55.93619821033336
Games developer,Manufacturing,Increasing,High,74404.18,Bachelor’s Degree,0,7646,2115,28.68,91.59,China,33.85,67.50317904837584
Clinical embryologist,Education,Increasing,Moderate,94339.7,High School,18,2914,4579,93.56,7.28,Canada,30.66,38.76679358143338
"Editor, magazine features",Entertainment,Increasing,Low,101556.24,PhD,2,8042,8439,39.73,6.15,Canada,69.53,12.390556949679599
"Administrator, local government",IT,Decreasing,High,84262.14,High School,14,735,8504,44.05,32.65,Australia,24.7,71.70169153876859
"Engineer, control and instrumentation",Education,Decreasing,Moderate,62985.97,Master’s Degree,3,6812,1540,50.94,51.55,Brazil,30.96,36.72406213756414
Art gallery manager,Manufacturing,Increasing,Moderate,109891.47,High School,19,1336,5300,17.46,92.94,UK,46.7,71.39776864469763
Economist,IT,Decreasing,Moderate,139753.93,Master’s Degree,12,1317,4177,75.08,1.07,China,32.85,36.05417198137559
Acupuncturist,Education,Decreasing,High,104165.83,Master’s Degree,9,4153,2133,85.31,97.36,India,62.84,49.667935894327385
Writer,IT,Decreasing,Moderate,46438.76,Master’s Degree,16,4067,8373,53.39,22.21,Australia,27.45,40.9479903106703
Fish farm manager,IT,Increasing,High,142127.15,High School,1,4021,7988,28.44,16.49,China,64.53,62.095542379689
Economist,IT,Increasing,Low,121977.22,Associate Degree,6,9298,7651,83.65,44.09,Brazil,45.9,16.930220514003196
"Scientist, forensic",Entertainment,Decreasing,Low,99127.75,Bachelor’s Degree,7,1244,759,61.69,76.81,Brazil,65.77,33.562177236534
Energy manager,Healthcare,Increasing,Moderate,110599.78,Master’s Degree,17,3137,3667,56.61,88.99,USA,36.88,27.846290707082044
Drilling engineer,Entertainment,Increasing,High,39984.77,Bachelor’s Degree,17,6859,1062,45.37,28.79,India,47.87,40.25799177190028
Information systems manager,Finance,Increasing,Low,136680.64,PhD,4,9538,8055,61.52,31.78,China,41.93,8.295999966384782
Herpetologist,Transportation,Decreasing,Low,67177.86,PhD,18,2094,2311,92.24,50.68,UK,67.73,22.77336376819984
Firefighter,Healthcare,Increasing,High,121674.07,Bachelor’s Degree,15,8103,4435,13.44,83.96,Brazil,73.8,59.87513824580992
"Engineer, materials",Transportation,Increasing,Low,110751.4,PhD,9,8180,1619,91.5,56.13,Brazil,27.56,7.973229213335209
Sports administrator,Education,Increasing,Moderate,89930.36,High School,17,6545,9065,48.85,1.43,China,62.87,43.09070777607343
Police officer,Transportation,Decreasing,High,70910.08,Associate Degree,5,4987,7307,86.04,53.35,Brazil,23.43,64.0795283120039
"Scientist, research (life sciences)",IT,Increasing,High,72196.09,Associate Degree,12,7609,3358,13.92,35.78,USA,20.49,53.11921782695965
Hydrogeologist,Education,Decreasing,High,103024.76,Bachelor’s Degree,6,8041,1026,42.69,20.33,Germany,76.56,56.34953025945849
Immunologist,Transportation,Increasing,Moderate,63245.63,PhD,12,3937,1278,64.58,67.17,USA,24.27,29.039653084728418
Chartered legal executive (England and Wales),Healthcare,Decreasing,Low,110818.16,PhD,9,4532,8032,96.09,94.13,USA,73.65,14.496879794476907
Aid worker,Healthcare,Increasing,Low,143459.5,Associate Degree,8,9102,8102,29.61,92.4,USA,44.07,30.273961542234602
Water engineer,Manufacturing,Increasing,Low,96721.74,Associate Degree,6,3778,4053,87.27,85.44,Canada,56.34,38.913677094825154
Immigration officer,IT,Decreasing,Low,70856.37,Associate Degree,8,2425,7075,52.9,37.9,China,25.84,42.9934519428036
"Engineer, building services",Manufacturing,Increasing,Low,145207.07,Master’s Degree,11,1547,6264,53.15,46.95,USA,69.65,34.23831837734579
Company secretary,Healthcare,Increasing,Moderate,93012.48,High School,14,6624,7470,51.78,35.47,Australia,72.3,44.62103995177628
"Nurse, learning disability",Education,Increasing,Low,35047.03,Bachelor’s Degree,14,5055,6977,56.61,56.12,UK,53.58,19.175358489991236
Agricultural engineer,Education,Increasing,Moderate,130361.5,Associate Degree,20,4397,6731,53.87,17.93,UK,55.97,37.817653796091065
Newspaper journalist,Education,Decreasing,Low,75220.08,Bachelor’s Degree,14,4312,283,47.84,88.59,UK,70.49,42.596823881171744
Clinical molecular geneticist,Retail,Increasing,Low,99519.66,Bachelor’s Degree,2,505,7750,28.64,99.96,UK,71.13,40.786158691774176
Barrister's clerk,IT,Increasing,Low,70556.55,Master’s Degree,11,6105,6532,3.2,30.76,Brazil,78.8,27.52773921141548
Advertising account executive,Healthcare,Decreasing,Moderate,34887.99,Master’s Degree,5,642,4871,11.13,80.01,Canada,78.02,49.37127671839253
Astronomer,Transportation,Increasing,Moderate,41396.9,High School,18,909,8166,26.1,59.3,Brazil,45.72,60.70104646367778
Furniture designer,Healthcare,Increasing,High,99771.2,Master’s Degree,10,4199,9157,36.01,1.56,USA,79.39,40.50591746863343
"Conservator, museum/gallery",Transportation,Increasing,Low,32410.89,PhD,12,638,7741,69.23,91.23,Brazil,23.67,9.400986022481108
Furniture conservator/restorer,Healthcare,Decreasing,High,129213.25,Master’s Degree,9,7281,4930,56.2,4.25,China,33.4,57.22334518459567
Insurance account manager,Transportation,Increasing,Moderate,72315.36,PhD,4,3506,8255,43.46,32.21,Canada,46.59,31.070526652971534
Video editor,Entertainment,Decreasing,High,130820.65,Master’s Degree,2,6115,3007,56.98,32.79,Germany,24.97,56.18380438962822
Secondary school teacher,Healthcare,Decreasing,High,145045.22,Bachelor’s Degree,17,4350,8815,69.12,38.08,UK,62.16,58.12094259090932
"Administrator, Civil Service",IT,Increasing,Moderate,72118.04,Master’s Degree,13,6275,6328,88.89,99.64,UK,37.27,18.253105422906636
Manufacturing engineer,Transportation,Increasing,High,36191.04,High School,4,6689,5363,64.21,89.36,India,41.07,62.351753254147546
Furniture conservator/restorer,Manufacturing,Increasing,Low,75372.99,Bachelor’s Degree,16,2610,2356,96.52,95.1,China,58.87,31.21457670741832
Paediatric nurse,Finance,Increasing,Moderate,136981.12,Master’s Degree,10,5454,3888,30.94,56.91,India,26.14,33.60987054874733
Charity officer,Transportation,Decreasing,High,112293.47,Bachelor’s Degree,10,2178,7796,29.6,67.47,UK,52.03,72.07018411071085
Careers information officer,Manufacturing,Decreasing,Low,99560.73,Associate Degree,12,6862,7810,26.42,7.62,India,74.61,67.45603693760957
Hydrologist,Retail,Decreasing,Low,69032.88,Bachelor’s Degree,15,4163,4933,19.35,73.07,Canada,47.27,51.72180451676826
Music therapist,Healthcare,Decreasing,Moderate,80458.36,High School,1,7091,4760,43.44,50.0,Germany,41.79,58.001446414321855
"Engineer, electrical",Education,Increasing,High,76138.59,Bachelor’s Degree,3,6833,4896,60.05,32.08,UK,36.98,41.997664257096694
Physiotherapist,Education,Increasing,High,90444.0,Master’s Degree,6,648,5715,74.48,93.4,Australia,73.44,34.269354088468084
Building services engineer,Entertainment,Decreasing,Moderate,96541.4,Master’s Degree,11,6727,3661,61.1,80.16,UK,74.68,46.41492705187633
Arboriculturist,Healthcare,Decreasing,Moderate,131182.04,Bachelor’s Degree,0,5427,4258,10.27,95.0,Australia,52.9,51.056382713266444
Corporate investment banker,Healthcare,Decreasing,High,76119.73,High School,9,3321,8258,71.07,0.8,Canada,38.66,66.47642954793837
Warden/ranger,Entertainment,Decreasing,High,117905.49,Master’s Degree,10,5000,8763,99.66,23.92,USA,79.49,37.81954829089646
Retail manager,Transportation,Decreasing,Moderate,70237.82,PhD,15,3314,9182,22.69,86.49,Australia,40.0,51.06983691949611
Television camera operator,Entertainment,Increasing,High,105336.66,Associate Degree,1,335,4797,7.96,15.03,Australia,69.4,55.87936461546875
Barrister,Manufacturing,Increasing,Low,99852.7,PhD,11,5376,5278,86.38,5.01,Canada,24.27,23.275431474649793
Medical technical officer,Retail,Increasing,Moderate,55484.87,Associate Degree,6,1104,6802,40.49,36.44,Germany,38.55,48.92042896428161
Advice worker,IT,Decreasing,High,97894.44,Bachelor’s Degree,3,6189,884,8.42,62.77,Germany,78.11,68.06845350735722
International aid/development worker,IT,Increasing,Low,147440.73,Associate Degree,14,4946,5817,81.92,21.88,Canada,51.0,22.770192281491614
Occupational psychologist,Transportation,Decreasing,High,86244.09,Master’s Degree,5,2809,2693,45.43,24.56,UK,37.17,57.92249573730716
"Conservator, museum/gallery",Retail,Decreasing,Low,67503.48,Bachelor’s Degree,15,2370,6861,20.42,38.75,Australia,61.01,51.92987105176064
Health physicist,Transportation,Increasing,Moderate,81659.66,Master’s Degree,16,7374,4015,53.17,24.7,Germany,44.83,32.86618217328697
"Engineer, agricultural",Entertainment,Increasing,High,88906.52,Bachelor’s Degree,12,2892,3587,89.45,19.24,UK,78.73,31.959311975635764
Housing manager/officer,Finance,Increasing,Moderate,129316.86,Master’s Degree,10,9550,9900,15.52,33.82,Canada,55.62,36.32599295575763
Patent examiner,Entertainment,Increasing,Moderate,116895.19,Bachelor’s Degree,1,1748,522,27.39,92.13,India,42.63,36.3058261414025
"Exhibitions officer, museum/gallery",Transportation,Increasing,Moderate,79152.04,High School,18,4046,5499,32.35,45.44,India,67.91,55.10303130262046
"Designer, television/film set",Entertainment,Decreasing,Moderate,112023.21,Bachelor’s Degree,10,6129,3317,4.36,18.62,USA,35.88,53.21330796172286
"Surveyor, building control",Transportation,Increasing,Moderate,47384.06,PhD,20,4328,2835,53.15,10.33,Australia,41.88,33.95964595005569
Community arts worker,Finance,Decreasing,Low,145092.83,PhD,5,1645,7090,45.51,25.28,Germany,49.31,35.961368914700884
Water engineer,Education,Increasing,Moderate,74647.39,High School,2,1473,1290,86.35,91.85,Brazil,72.22,38.668078353981876
Soil scientist,Healthcare,Decreasing,High,39651.07,Associate Degree,5,7067,929,54.87,94.22,Germany,47.73,63.01416154767831
Wellsite geologist,Manufacturing,Decreasing,Low,133357.85,Associate Degree,2,7366,3347,66.75,24.25,Canada,36.06,56.4262512151919
International aid/development worker,Transportation,Decreasing,Moderate,110807.05,Associate Degree,12,509,2896,57.35,71.24,UK,55.21,63.34250000038048
Theatre director,Retail,Decreasing,High,144679.02,Bachelor’s Degree,20,1507,9916,53.12,64.74,India,55.3,64.5972568743004
Chartered legal executive (England and Wales),Transportation,Decreasing,Moderate,91532.78,Master’s Degree,2,6428,8753,31.32,80.88,Australia,50.47,54.66882977001123
"Surveyor, mining",Retail,Increasing,High,33573.14,Associate Degree,19,5562,4547,42.56,21.2,Germany,55.13,60.620504534983134
"Scientist, product/process development",Education,Decreasing,Low,117657.12,Associate Degree,10,3211,9437,71.16,14.58,Brazil,62.05,38.366040033539335
"Teacher, English as a foreign language",Retail,Increasing,Low,96559.47,Bachelor’s Degree,17,682,3446,57.91,46.05,China,61.53,32.766643443173564
Hydrologist,Retail,Decreasing,Low,110805.45,Master’s Degree,17,1997,446,74.87,38.57,Brazil,48.02,36.27493876568414
"Editor, magazine features",Transportation,Increasing,Low,52279.91,Associate Degree,13,1043,9820,71.55,49.38,UK,24.39,27.131807022956764
"Engineer, automotive",Entertainment,Increasing,Moderate,74295.72,PhD,7,1152,5479,5.79,5.05,Germany,36.49,31.296473055784187
Retail manager,Transportation,Increasing,Low,117235.8,High School,19,512,6157,50.43,83.79,UK,64.6,36.94220836006842
Agricultural engineer,Manufacturing,Decreasing,Moderate,112747.75,High School,1,6275,5157,15.06,31.07,China,40.12,88.3930938142947
Ambulance person,Retail,Decreasing,High,128247.65,Associate Degree,2,6617,6429,64.95,52.75,USA,49.42,72.58307521414694
Clinical cytogeneticist,Retail,Increasing,Low,120584.28,High School,17,6896,2340,31.75,61.42,Canada,22.45,51.972735246601665
Public relations account executive,Healthcare,Decreasing,High,142047.62,Associate Degree,0,3472,9499,25.06,83.12,Brazil,22.98,72.22098923943771
Public relations officer,Finance,Increasing,Low,70243.18,PhD,8,6938,245,30.83,11.8,USA,30.11,17.195798736457323
Cytogeneticist,Transportation,Increasing,Moderate,44749.93,Master’s Degree,10,5209,3987,20.2,85.96,Canada,79.92,41.75447748223004
"Pilot, airline",Manufacturing,Decreasing,High,74871.97,Master’s Degree,1,8217,7002,13.98,83.98,Brazil,34.02,73.73970355940561
Television/film/video producer,Transportation,Decreasing,Moderate,109553.71,PhD,9,9865,6376,63.58,47.08,Germany,69.89,37.226982185561305
Toxicologist,Education,Decreasing,Low,69759.33,Master’s Degree,9,4726,9619,92.87,38.47,UK,78.4,20.743650610363588
"Programmer, applications",Retail,Increasing,Moderate,141824.16,Master’s Degree,6,6896,2824,1.94,60.23,China,25.29,48.72948533289175
"Pharmacist, hospital",Manufacturing,Decreasing,High,123958.39,Bachelor’s Degree,15,3398,1310,17.5,39.5,India,22.25,80.70545162124421
Tourist information centre manager,Transportation,Decreasing,High,105542.69,Master’s Degree,10,8906,4159,19.31,65.91,UK,55.4,69.60458400996693
Dealer,Retail,Increasing,High,96400.43,Bachelor’s Degree,4,7321,2265,83.72,65.71,India,35.86,42.4320218810236
"Psychotherapist, child",Manufacturing,Decreasing,High,96051.87,Bachelor’s Degree,19,7598,5407,48.34,97.87,Canada,45.26,76.8125520676598
Media buyer,Manufacturing,Decreasing,High,112033.45,PhD,5,8136,5211,49.64,21.94,USA,28.56,64.81973453907553
Information officer,Retail,Increasing,Low,46199.75,Associate Degree,15,4826,8240,87.79,64.48,Australia,58.95,33.322230921498544
Contracting civil engineer,Finance,Increasing,Moderate,74979.15,PhD,13,7242,9695,74.3,3.02,India,51.85,17.699346396620214
Industrial buyer,Finance,Decreasing,Moderate,95153.54,Bachelor’s Degree,5,4105,9921,88.06,87.46,USA,22.3,43.774111853514505
Private music teacher,Healthcare,Decreasing,High,56485.92,High School,5,3627,3612,40.47,30.25,Canada,75.32,75.90127690261218
Games developer,Retail,Decreasing,Low,106115.06,Master’s Degree,3,2866,2635,17.84,61.92,Australia,40.27,52.80611797729597
Newspaper journalist,Finance,Decreasing,Low,128633.49,PhD,0,6043,4030,15.02,29.89,UK,47.06,36.91143045820202
Advertising copywriter,Healthcare,Decreasing,Moderate,119440.07,Master’s Degree,13,4456,2026,22.75,97.9,Australia,34.91,56.38540419530677
Magazine journalist,Manufacturing,Decreasing,High,147912.23,Master’s Degree,12,1200,8531,27.55,22.04,Australia,68.72,74.70693375319803
Materials engineer,Healthcare,Decreasing,High,98150.33,High School,14,1423,8956,32.59,78.84,UK,62.95,71.96219615452732
Nature conservation officer,Manufacturing,Decreasing,Moderate,32560.21,PhD,1,7730,6481,5.59,60.54,Canada,21.71,64.8722782104163
Dance movement psychotherapist,Manufacturing,Decreasing,Moderate,69508.25,Bachelor’s Degree,2,6726,153,75.99,17.32,China,65.45,55.1032806445826
Holiday representative,Transportation,Decreasing,Low,62310.44,PhD,1,3307,1549,48.31,46.31,UK,42.34,30.237281976243274
